key,name,source,numeric_scores,model_count,document_count,highest_raw_value,highest_display_value,display_multiplier,unit,direction,headroom_state,percentage_headroom,release_date,score_date_precision,document_organizations,highest_observations
llm-stats:design2code,Design2Code,llm_stats,2,2,1,0.948,0.948,1,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 2}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/design2code?top_n=500"", ""key"": ""llm-stats:design2code"", ""measured_by"": null, ""model_id"": ""glm-5v-turbo"", ""model_name"": ""GLM-5V-Turbo"", ""obs_id"": ""llm_stats:design2code:glm-5v-turbo"", ""organization"": ""Z.ai"", ""rank_in_source_response"": 1, ""raw_value"": ""0.948"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-04-02"", ""series_id"": ""llm_stats:design2code:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/design2code?top_n=500"", ""value"": 0.948, ""value_kind"": ""number""}]"
llm-stats:docvqa,DocVQA,llm_stats,28,28,1,0.964,96.39999999999999,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 28}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/docvqa?top_n=500"", ""key"": ""llm-stats:docvqa"", ""measured_by"": null, ""model_id"": ""qwen2.5-vl-72b"", ""model_name"": ""Qwen2.5 VL 72B Instruct"", ""obs_id"": ""llm_stats:docvqa:qwen2.5-vl-72b"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.964"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-01-26"", ""series_id"": ""llm_stats:docvqa:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/docvqa?top_n=500"", ""value"": 0.964, ""value_kind"": ""number""}]"
llm-stats:docvqatest,DocVQAtest,llm_stats,11,11,1,0.971,97.1,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 11}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/docvqatest?top_n=500"", ""key"": ""llm-stats:docvqatest"", ""measured_by"": null, ""model_id"": ""qwen3-vl-235b-a22b-instruct"", ""model_name"": ""Qwen3 VL 235B A22B Instruct"", ""obs_id"": ""llm_stats:docvqatest:qwen3-vl-235b-a22b-instruct"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.971"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-09-22"", ""series_id"": ""llm_stats:docvqatest:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/docvqatest?top_n=500"", ""value"": 0.971, ""value_kind"": ""number""}]"
llm-stats:doubao-multi-turn-bench,Doubao Multi-Turn Bench,llm_stats,2,2,1,0.525,52.5,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 2}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/doubao-multi-turn-bench?top_n=500"", ""key"": ""llm-stats:doubao-multi-turn-bench"", ""measured_by"": null, ""model_id"": ""seed-2.1-pro"", ""model_name"": ""Seed 2.1 Pro"", ""obs_id"": ""llm_stats:doubao-multi-turn-bench:seed-2.1-pro"", ""organization"": ""ByteDance"", ""rank_in_source_response"": 1, ""raw_value"": ""0.525"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-06-24"", ""series_id"": ""llm_stats:doubao-multi-turn-bench:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/doubao-multi-turn-bench?top_n=500"", ""value"": 0.525, ""value_kind"": ""number""}]"
llm-stats:draco,DRACO,llm_stats,1,1,1,0.7323,73.22999999999999,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/draco?top_n=500"", ""key"": ""llm-stats:draco"", ""measured_by"": null, ""model_id"": ""minimax-m3"", ""model_name"": ""MiniMax M3"", ""obs_id"": ""llm_stats:draco:minimax-m3"", ""organization"": ""MiniMax"", ""rank_in_source_response"": 1, ""raw_value"": ""0.7323"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-06-01"", ""series_id"": ""llm_stats:draco:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/draco?top_n=500"", ""value"": 0.7323, ""value_kind"": ""number""}]"
llm-stats:drop,DROP,llm_stats,30,30,1,0.916,91.60000000000001,100,,higher_is_better,other_or_unverified_scale,,2019-03-01,"{""model_announcement"": 30}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/drop?top_n=500"", ""key"": ""llm-stats:drop"", ""measured_by"": null, ""model_id"": ""deepseek-v3"", ""model_name"": ""DeepSeek-V3"", ""obs_id"": ""llm_stats:drop:deepseek-v3"", ""organization"": ""DeepSeek"", ""rank_in_source_response"": 1, ""raw_value"": ""0.916"", ""reported_by"": ""self_reported"", ""reported_date"": ""2024-12-25"", ""series_id"": ""llm_stats:drop:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/drop?top_n=500"", ""value"": 0.916, ""value_kind"": ""number""}]"
llm-stats:ds-arena-code,DS-Arena-Code,llm_stats,1,1,1,0.631,63.1,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/ds-arena-code?top_n=500"", ""key"": ""llm-stats:ds-arena-code"", ""measured_by"": null, ""model_id"": ""deepseek-v2.5"", ""model_name"": ""DeepSeek-V2.5"", ""obs_id"": ""llm_stats:ds-arena-code:deepseek-v2.5"", ""organization"": ""DeepSeek"", ""rank_in_source_response"": 1, ""raw_value"": ""0.631"", ""reported_by"": ""self_reported"", ""reported_date"": ""2024-05-08"", ""series_id"": ""llm_stats:ds-arena-code:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/ds-arena-code?top_n=500"", ""value"": 0.631, ""value_kind"": ""number""}]"
llm-stats:ds-fim-eval,DS-FIM-Eval,llm_stats,1,1,1,0.783,78.3,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/ds-fim-eval?top_n=500"", ""key"": ""llm-stats:ds-fim-eval"", ""measured_by"": null, ""model_id"": ""deepseek-v2.5"", ""model_name"": ""DeepSeek-V2.5"", ""obs_id"": ""llm_stats:ds-fim-eval:deepseek-v2.5"", ""organization"": ""DeepSeek"", ""rank_in_source_response"": 1, ""raw_value"": ""0.783"", ""reported_by"": ""self_reported"", ""reported_date"": ""2024-05-08"", ""series_id"": ""llm_stats:ds-fim-eval:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/ds-fim-eval?top_n=500"", ""value"": 0.783, ""value_kind"": ""number""}]"
llm-stats:dsbench-fullstack,DSBench-FullStack,llm_stats,2,2,1,0.711,71.1,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 2}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/dsbench-fullstack?top_n=500"", ""key"": ""llm-stats:dsbench-fullstack"", ""measured_by"": null, ""model_id"": ""deepseek-v4-pro-0813"", ""model_name"": ""DeepSeek-V4-Pro-0813"", ""obs_id"": ""llm_stats:dsbench-fullstack:deepseek-v4-pro-0813"", ""organization"": ""DeepSeek"", ""rank_in_source_response"": 1, ""raw_value"": ""0.711"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-08-13"", ""series_id"": ""llm_stats:dsbench-fullstack:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/dsbench-fullstack?top_n=500"", ""value"": 0.711, ""value_kind"": ""number""}]"
llm-stats:dsbench-hard,DSBench-Hard,llm_stats,2,2,1,0.672,67.2,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 2}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/dsbench-hard?top_n=500"", ""key"": ""llm-stats:dsbench-hard"", ""measured_by"": null, ""model_id"": ""deepseek-v4-pro-0813"", ""model_name"": ""DeepSeek-V4-Pro-0813"", ""obs_id"": ""llm_stats:dsbench-hard:deepseek-v4-pro-0813"", ""organization"": ""DeepSeek"", ""rank_in_source_response"": 1, ""raw_value"": ""0.672"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-08-13"", ""series_id"": ""llm_stats:dsbench-hard:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/dsbench-hard?top_n=500"", ""value"": 0.672, ""value_kind"": ""number""}]"
llm-stats:dude,DUDE,llm_stats,2,2,1,0.831,83.1,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 2}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/dude?top_n=500"", ""key"": ""llm-stats:dude"", ""measured_by"": null, ""model_id"": ""seed-2.1-turbo"", ""model_name"": ""Seed 2.1 Turbo"", ""obs_id"": ""llm_stats:dude:seed-2.1-turbo"", ""organization"": ""ByteDance"", ""rank_in_source_response"": 1, ""raw_value"": ""0.831"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-06-24"", ""series_id"": ""llm_stats:dude:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/dude?top_n=500"", ""value"": 0.831, ""value_kind"": ""number""}]"
llm-stats:dynamath,DynaMath,llm_stats,7,7,1,0.88,88.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 7}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/dynamath?top_n=500"", ""key"": ""llm-stats:dynamath"", ""measured_by"": null, ""model_id"": ""qwen3.6-plus"", ""model_name"": ""Qwen3.6 Plus"", ""obs_id"": ""llm_stats:dynamath:qwen3.6-plus"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.88"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-04-02"", ""series_id"": ""llm_stats:dynamath:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/dynamath?top_n=500"", ""value"": 0.88, ""value_kind"": ""number""}]"
llm-stats:eclektic,ECLeKTic,llm_stats,8,8,1,0.19,19.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 8}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/eclektic?top_n=500"", ""key"": ""llm-stats:eclektic"", ""measured_by"": null, ""model_id"": ""gemma-3n-e4b-it"", ""model_name"": ""Gemma 3n E4B Instructed"", ""obs_id"": ""llm_stats:eclektic:gemma-3n-e4b-it"", ""organization"": ""Google"", ""rank_in_source_response"": 1, ""raw_value"": ""0.19"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-06-26"", ""series_id"": ""llm_stats:eclektic:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/eclektic?top_n=500"", ""value"": 0.19, ""value_kind"": ""number""}]"
llm-stats:egoschema,EgoSchema,llm_stats,9,9,1,0.779,77.9,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 9}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/egoschema?top_n=500"", ""key"": ""llm-stats:egoschema"", ""measured_by"": null, ""model_id"": ""qwen2-vl-72b"", ""model_name"": ""Qwen2-VL-72B-Instruct"", ""obs_id"": ""llm_stats:egoschema:qwen2-vl-72b"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.779"", ""reported_by"": ""self_reported"", ""reported_date"": ""2024-08-29"", ""series_id"": ""llm_stats:egoschema:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/egoschema?top_n=500"", ""value"": 0.779, ""value_kind"": ""number""}]"
llm-stats:embspatialbench,EmbSpatialBench,llm_stats,8,8,1,0.846,0.846,1,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 8}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/embspatialbench?top_n=500"", ""key"": ""llm-stats:embspatialbench"", ""measured_by"": null, ""model_id"": ""qwen3.6-27b"", ""model_name"": ""Qwen3.6-27B"", ""obs_id"": ""llm_stats:embspatialbench:qwen3.6-27b"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.846"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-04-21"", ""series_id"": ""llm_stats:embspatialbench:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/embspatialbench?top_n=500"", ""value"": 0.846, ""value_kind"": ""number""}]"
llm-stats:emma,EMMA,llm_stats,2,2,1,0.793,79.3,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 2}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/emma?top_n=500"", ""key"": ""llm-stats:emma"", ""measured_by"": null, ""model_id"": ""seed-2.1-pro"", ""model_name"": ""Seed 2.1 Pro"", ""obs_id"": ""llm_stats:emma:seed-2.1-pro"", ""organization"": ""ByteDance"", ""rank_in_source_response"": 1, ""raw_value"": ""0.793"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-06-24"", ""series_id"": ""llm_stats:emma:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/emma?top_n=500"", ""value"": 0.793, ""value_kind"": ""number""}]"
llm-stats:eq-bench,EQ-Bench,llm_stats,2,2,1,1586.0,1586.0,1,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 2}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/eq-bench?top_n=500"", ""key"": ""llm-stats:eq-bench"", ""measured_by"": null, ""model_id"": ""grok-4.1-thinking-2025-11-17"", ""model_name"": ""Grok-4.1 Thinking"", ""obs_id"": ""llm_stats:eq-bench:grok-4.1-thinking-2025-11-17"", ""organization"": ""xAI"", ""rank_in_source_response"": 1, ""raw_value"": ""1586.0"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-11-17"", ""series_id"": ""llm_stats:eq-bench:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/eq-bench?top_n=500"", ""value"": 1586.0, ""value_kind"": ""number""}]"
llm-stats:erqa,ERQA,llm_stats,24,24,1,0.778,77.8,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 24}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/erqa?top_n=500"", ""key"": ""llm-stats:erqa"", ""measured_by"": null, ""model_id"": ""qwen3.8-max"", ""model_name"": ""Qwen3.8 Max"", ""obs_id"": ""llm_stats:erqa:qwen3.8-max"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.778"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-08-02"", ""series_id"": ""llm_stats:erqa:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/erqa?top_n=500"", ""value"": 0.778, ""value_kind"": ""number""}]"
llm-stats:evalplus,EvalPlus,llm_stats,4,4,1,0.803,0.803,1,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 4}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/evalplus?top_n=500"", ""key"": ""llm-stats:evalplus"", ""measured_by"": null, ""model_id"": ""kimi-k2-base"", ""model_name"": ""Kimi K2 Base"", ""obs_id"": ""llm_stats:evalplus:kimi-k2-base"", ""organization"": ""Moonshot AI"", ""rank_in_source_response"": 1, ""raw_value"": ""0.803"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-07-11"", ""series_id"": ""llm_stats:evalplus:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/evalplus?top_n=500"", ""value"": 0.803, ""value_kind"": ""number""}]"
llm-stats:exploitbench,ExploitBench,llm_stats,5,5,1,0.78,78.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 5}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/exploitbench?top_n=500"", ""key"": ""llm-stats:exploitbench"", ""measured_by"": null, ""model_id"": ""claude-fable-5"", ""model_name"": ""Claude Fable 5"", ""obs_id"": ""llm_stats:exploitbench:claude-fable-5"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""0.78"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-06-09"", ""series_id"": ""llm_stats:exploitbench:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/exploitbench?top_n=500"", ""value"": 0.78, ""value_kind"": ""number""}]"
llm-stats:exploitgym,ExploitGym,llm_stats,4,4,1,0.337,33.7,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 4}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/exploitgym?top_n=500"", ""key"": ""llm-stats:exploitgym"", ""measured_by"": null, ""model_id"": ""gpt-5.6-sol"", ""model_name"": ""GPT-5.6 Sol"", ""obs_id"": ""llm_stats:exploitgym:gpt-5.6-sol"", ""organization"": ""OpenAI"", ""rank_in_source_response"": 1, ""raw_value"": ""0.337"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-07-09"", ""series_id"": ""llm_stats:exploitgym:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/exploitgym?top_n=500"", ""value"": 0.337, ""value_kind"": ""number""}]"
