key,name,source,numeric_scores,model_count,document_count,highest_raw_value,highest_display_value,display_multiplier,unit,direction,headroom_state,percentage_headroom,release_date,score_date_precision,document_organizations,highest_observations
llm-stats:simpleqa,SimpleQA,llm_stats,47,47,1,0.971,97.1,100,,higher_is_better,other_or_unverified_scale,,2024-10-30,"{""model_announcement"": 47}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/simpleqa?top_n=500"", ""key"": ""llm-stats:simpleqa"", ""measured_by"": null, ""model_id"": ""deepseek-v3.2-exp"", ""model_name"": ""DeepSeek-V3.2-Exp"", ""obs_id"": ""llm_stats:simpleqa:deepseek-v3.2-exp"", ""organization"": ""DeepSeek"", ""rank_in_source_response"": 1, ""raw_value"": ""0.971"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-09-29"", ""series_id"": ""llm_stats:simpleqa:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/simpleqa?top_n=500"", ""value"": 0.971, ""value_kind"": ""number""}]"
llm-stats:simpleqa-verified,SimpleQA Verified,llm_stats,2,2,1,0.31,31.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 2}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/simpleqa-verified?top_n=500"", ""key"": ""llm-stats:simpleqa-verified"", ""measured_by"": null, ""model_id"": ""mai-thinking-1"", ""model_name"": ""MAI-Thinking-1"", ""obs_id"": ""llm_stats:simpleqa-verified:mai-thinking-1"", ""organization"": ""Microsoft"", ""rank_in_source_response"": 1, ""raw_value"": ""0.31"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-06-02"", ""series_id"": ""llm_stats:simpleqa-verified:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/simpleqa-verified?top_n=500"", ""value"": 0.31, ""value_kind"": ""number""}]"
llm-stats:simplevqa,SimpleVQA,llm_stats,14,14,1,0.817,0.817,1,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 14}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/simplevqa?top_n=500"", ""key"": ""llm-stats:simplevqa"", ""measured_by"": null, ""model_id"": ""qwen3.7-plus"", ""model_name"": ""Qwen3.7-Plus"", ""obs_id"": ""llm_stats:simplevqa:qwen3.7-plus"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.817"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-05-31"", ""series_id"": ""llm_stats:simplevqa:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/simplevqa?top_n=500"", ""value"": 0.817, ""value_kind"": ""number""}]"
llm-stats:siren-agentdojo-attack-success,Siren AgentDojo Attack Success Rate,llm_stats,1,1,1,0.284,28.4,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/siren-agentdojo-attack-success?top_n=500"", ""key"": ""llm-stats:siren-agentdojo-attack-success"", ""measured_by"": null, ""model_id"": ""muse-glimmer-30b"", ""model_name"": ""Muse Glimmer-30B"", ""obs_id"": ""llm_stats:siren-agentdojo-attack-success:muse-glimmer-30b"", ""organization"": ""Meta"", ""rank_in_source_response"": 1, ""raw_value"": ""0.284"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-08-10"", ""series_id"": ""llm_stats:siren-agentdojo-attack-success:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/siren-agentdojo-attack-success?top_n=500"", ""value"": 0.284, ""value_kind"": ""number""}]"
llm-stats:siren-agentdojo-utility,Siren AgentDojo Utility,llm_stats,1,1,1,0.942,94.19999999999999,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/siren-agentdojo-utility?top_n=500"", ""key"": ""llm-stats:siren-agentdojo-utility"", ""measured_by"": null, ""model_id"": ""muse-glimmer-30b"", ""model_name"": ""Muse Glimmer-30B"", ""obs_id"": ""llm_stats:siren-agentdojo-utility:muse-glimmer-30b"", ""organization"": ""Meta"", ""rank_in_source_response"": 1, ""raw_value"": ""0.942"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-08-10"", ""series_id"": ""llm_stats:siren-agentdojo-utility:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/siren-agentdojo-utility?top_n=500"", ""value"": 0.942, ""value_kind"": ""number""}]"
llm-stats:skillsbench,SkillsBench,llm_stats,8,8,1,0.702,70.19999999999999,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 8}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/skillsbench?top_n=500"", ""key"": ""llm-stats:skillsbench"", ""measured_by"": null, ""model_id"": ""qwen3.8-max"", ""model_name"": ""Qwen3.8 Max"", ""obs_id"": ""llm_stats:skillsbench:qwen3.8-max"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.702"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-08-02"", ""series_id"": ""llm_stats:skillsbench:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/skillsbench?top_n=500"", ""value"": 0.702, ""value_kind"": ""number""}]"
llm-stats:slakevqa,SlakeVQA,llm_stats,4,4,1,0.816,81.6,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 4}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/slakevqa?top_n=500"", ""key"": ""llm-stats:slakevqa"", ""measured_by"": null, ""model_id"": ""qwen3.5-122b-a10b"", ""model_name"": ""Qwen3.5-122B-A10B"", ""obs_id"": ""llm_stats:slakevqa:qwen3.5-122b-a10b"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.816"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-02-24"", ""series_id"": ""llm_stats:slakevqa:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/slakevqa?top_n=500"", ""value"": 0.816, ""value_kind"": ""number""}]"
llm-stats:social-iqa,Social IQa,llm_stats,9,9,1,0.78,78.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 9}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/social-iqa?top_n=500"", ""key"": ""llm-stats:social-iqa"", ""measured_by"": null, ""model_id"": ""phi-3.5-moe-instruct"", ""model_name"": ""Phi-3.5-MoE-instruct"", ""obs_id"": ""llm_stats:social-iqa:phi-3.5-moe-instruct"", ""organization"": ""Microsoft"", ""rank_in_source_response"": 1, ""raw_value"": ""0.78"", ""reported_by"": ""self_reported"", ""reported_date"": ""2024-08-23"", ""series_id"": ""llm_stats:social-iqa:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/social-iqa?top_n=500"", ""value"": 0.78, ""value_kind"": ""number""}]"
llm-stats:spider,Spider,llm_stats,2,2,1,0.635,63.5,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 2}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/spider?top_n=500"", ""key"": ""llm-stats:spider"", ""measured_by"": null, ""model_id"": ""codestral-22b"", ""model_name"": ""Codestral-22B"", ""obs_id"": ""llm_stats:spider:codestral-22b"", ""organization"": ""Mistral"", ""rank_in_source_response"": 1, ""raw_value"": ""0.635"", ""reported_by"": ""self_reported"", ""reported_date"": ""2024-05-29"", ""series_id"": ""llm_stats:spider:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/spider?top_n=500"", ""value"": 0.635, ""value_kind"": ""number""}]"
llm-stats:spreadsheetbench-2,SpreadsheetBench 2,llm_stats,1,1,1,0.348,34.8,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/spreadsheetbench-2?top_n=500"", ""key"": ""llm-stats:spreadsheetbench-2"", ""measured_by"": null, ""model_id"": ""kimi-k3"", ""model_name"": ""Kimi K3"", ""obs_id"": ""llm_stats:spreadsheetbench-2:kimi-k3"", ""organization"": ""Moonshot AI"", ""rank_in_source_response"": 1, ""raw_value"": ""0.348"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-07-16"", ""series_id"": ""llm_stats:spreadsheetbench-2:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/spreadsheetbench-2?top_n=500"", ""value"": 0.348, ""value_kind"": ""number""}]"
llm-stats:spreadsheetbench-v1,SpreadSheetBench-v1,llm_stats,3,3,1,0.8935,89.35,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 3}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/spreadsheetbench-v1?top_n=500"", ""key"": ""llm-stats:spreadsheetbench-v1"", ""measured_by"": null, ""model_id"": ""minimax-m3"", ""model_name"": ""MiniMax M3"", ""obs_id"": ""llm_stats:spreadsheetbench-v1:minimax-m3"", ""organization"": ""MiniMax"", ""rank_in_source_response"": 1, ""raw_value"": ""0.8935"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-06-01"", ""series_id"": ""llm_stats:spreadsheetbench-v1:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/spreadsheetbench-v1?top_n=500"", ""value"": 0.8935, ""value_kind"": ""number""}]"
llm-stats:squality,SQuALITY,llm_stats,5,5,1,0.243,24.3,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 5}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/squality?top_n=500"", ""key"": ""llm-stats:squality"", ""measured_by"": null, ""model_id"": ""phi-3.5-mini-instruct"", ""model_name"": ""Phi-3.5-mini-instruct"", ""obs_id"": ""llm_stats:squality:phi-3.5-mini-instruct"", ""organization"": ""Microsoft"", ""rank_in_source_response"": 1, ""raw_value"": ""0.243"", ""reported_by"": ""self_reported"", ""reported_date"": ""2024-08-23"", ""series_id"": ""llm_stats:squality:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/squality?top_n=500"", ""value"": 0.243, ""value_kind"": ""number""}]"
llm-stats:stem,STEM,llm_stats,1,1,1,0.34,34.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/stem?top_n=500"", ""key"": ""llm-stats:stem"", ""measured_by"": null, ""model_id"": ""qwen-2.5-coder-7b-instruct"", ""model_name"": ""Qwen2.5-Coder 7B Instruct"", ""obs_id"": ""llm_stats:stem:qwen-2.5-coder-7b-instruct"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.34"", ""reported_by"": ""self_reported"", ""reported_date"": ""2024-09-19"", ""series_id"": ""llm_stats:stem:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/stem?top_n=500"", ""value"": 0.34, ""value_kind"": ""number""}]"
llm-stats:summscreenfd,SummScreenFD,llm_stats,2,2,1,0.169,16.900000000000002,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 2}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/summscreenfd?top_n=500"", ""key"": ""llm-stats:summscreenfd"", ""measured_by"": null, ""model_id"": ""phi-3.5-moe-instruct"", ""model_name"": ""Phi-3.5-MoE-instruct"", ""obs_id"": ""llm_stats:summscreenfd:phi-3.5-moe-instruct"", ""organization"": ""Microsoft"", ""rank_in_source_response"": 1, ""raw_value"": ""0.169"", ""reported_by"": ""self_reported"", ""reported_date"": ""2024-08-23"", ""series_id"": ""llm_stats:summscreenfd:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/summscreenfd?top_n=500"", ""value"": 0.169, ""value_kind"": ""number""}]"
llm-stats:sunrgbd,SUNRGBD,llm_stats,4,4,1,0.362,0.362,1,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 4}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/sunrgbd?top_n=500"", ""key"": ""llm-stats:sunrgbd"", ""measured_by"": null, ""model_id"": ""qwen3.5-122b-a10b"", ""model_name"": ""Qwen3.5-122B-A10B"", ""obs_id"": ""llm_stats:sunrgbd:qwen3.5-122b-a10b"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.362"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-02-24"", ""series_id"": ""llm_stats:sunrgbd:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/sunrgbd?top_n=500"", ""value"": 0.362, ""value_kind"": ""number""}]"
llm-stats:superchem,SuperChem,llm_stats,3,3,1,0.598,59.8,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 3}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/superchem?top_n=500"", ""key"": ""llm-stats:superchem"", ""measured_by"": null, ""model_id"": ""seed-2.1-pro"", ""model_name"": ""Seed 2.1 Pro"", ""obs_id"": ""llm_stats:superchem:seed-2.1-pro"", ""organization"": ""ByteDance"", ""rank_in_source_response"": 1, ""raw_value"": ""0.598"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-06-24"", ""series_id"": ""llm_stats:superchem:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/superchem?top_n=500"", ""value"": 0.598, ""value_kind"": ""number""}]"
llm-stats:superglue,SuperGLUE,llm_stats,1,1,1,0.75,75.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/superglue?top_n=500"", ""key"": ""llm-stats:superglue"", ""measured_by"": null, ""model_id"": ""o1-mini"", ""model_name"": ""o1-mini"", ""obs_id"": ""llm_stats:superglue:o1-mini"", ""organization"": ""OpenAI"", ""rank_in_source_response"": 1, ""raw_value"": ""0.75"", ""reported_by"": ""self_reported"", ""reported_date"": ""2024-09-12"", ""series_id"": ""llm_stats:superglue:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/superglue?top_n=500"", ""value"": 0.75, ""value_kind"": ""number""}]"
llm-stats:supergpqa,SuperGPQA,llm_stats,34,34,1,0.736,73.6,100,,higher_is_better,other_or_unverified_scale,,2025-02-20,"{""model_announcement"": 34}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/supergpqa?top_n=500"", ""key"": ""llm-stats:supergpqa"", ""measured_by"": null, ""model_id"": ""qwen3.7-max"", ""model_name"": ""Qwen3.7 Max"", ""obs_id"": ""llm_stats:supergpqa:qwen3.7-max"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.736"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-05-19"", ""series_id"": ""llm_stats:supergpqa:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/supergpqa?top_n=500"", ""value"": 0.736, ""value_kind"": ""number""}]"
llm-stats:surds,SURDS,llm_stats,1,1,1,0.772,77.2,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/surds?top_n=500"", ""key"": ""llm-stats:surds"", ""measured_by"": null, ""model_id"": ""qwen3.7-plus"", ""model_name"": ""Qwen3.7-Plus"", ""obs_id"": ""llm_stats:surds:qwen3.7-plus"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.772"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-05-31"", ""series_id"": ""llm_stats:surds:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/surds?top_n=500"", ""value"": 0.772, ""value_kind"": ""number""}]"
llm-stats:svg-bench,SVG-Bench,llm_stats,1,1,1,0.637,63.7,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/svg-bench?top_n=500"", ""key"": ""llm-stats:svg-bench"", ""measured_by"": null, ""model_id"": ""minimax-m3"", ""model_name"": ""MiniMax M3"", ""obs_id"": ""llm_stats:svg-bench:minimax-m3"", ""organization"": ""MiniMax"", ""rank_in_source_response"": 1, ""raw_value"": ""0.637"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-06-01"", ""series_id"": ""llm_stats:svg-bench:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/svg-bench?top_n=500"", ""value"": 0.637, ""value_kind"": ""number""}]"
llm-stats:swe-atlas,SWE-Atlas,llm_stats,2,2,1,0.352,35.199999999999996,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 2}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swe-atlas?top_n=500"", ""key"": ""llm-stats:swe-atlas"", ""measured_by"": null, ""model_id"": ""seed-2.1-pro"", ""model_name"": ""Seed 2.1 Pro"", ""obs_id"": ""llm_stats:swe-atlas:seed-2.1-pro"", ""organization"": ""ByteDance"", ""rank_in_source_response"": 1, ""raw_value"": ""0.352"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-06-24"", ""series_id"": ""llm_stats:swe-atlas:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swe-atlas?top_n=500"", ""value"": 0.352, ""value_kind"": ""number""}]"
llm-stats:swe-atlas-codebase-qna,SWE Atlas - Codebase QnA,llm_stats,2,2,1,0.462,46.2,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 2}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swe-atlas-codebase-qna?top_n=500"", ""key"": ""llm-stats:swe-atlas-codebase-qna"", ""measured_by"": null, ""model_id"": ""laguna-s-2.1"", ""model_name"": ""Laguna S 2.1"", ""obs_id"": ""llm_stats:swe-atlas-codebase-qna:laguna-s-2.1"", ""organization"": ""Poolside"", ""rank_in_source_response"": 1, ""raw_value"": ""0.462"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-07-21"", ""series_id"": ""llm_stats:swe-atlas-codebase-qna:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swe-atlas-codebase-qna?top_n=500"", ""value"": 0.462, ""value_kind"": ""number""}]"
llm-stats:swe-atlas-test-writing,SWE Atlas - Test Writing,llm_stats,1,1,1,0.3083,30.830000000000002,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swe-atlas-test-writing?top_n=500"", ""key"": ""llm-stats:swe-atlas-test-writing"", ""measured_by"": null, ""model_id"": ""minimax-m3"", ""model_name"": ""MiniMax M3"", ""obs_id"": ""llm_stats:swe-atlas-test-writing:minimax-m3"", ""organization"": ""MiniMax"", ""rank_in_source_response"": 1, ""raw_value"": ""0.3083"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-06-01"", ""series_id"": ""llm_stats:swe-atlas-test-writing:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swe-atlas-test-writing?top_n=500"", ""value"": 0.3083, ""value_kind"": ""number""}]"
llm-stats:swe-bench-multilingual,SWE-bench Multilingual,llm_stats,38,38,1,0.873,87.3,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 38}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swe-bench-multilingual?top_n=500"", ""key"": ""llm-stats:swe-bench-multilingual"", ""measured_by"": null, ""model_id"": ""claude-mythos-preview"", ""model_name"": ""Claude Mythos Preview"", ""obs_id"": ""llm_stats:swe-bench-multilingual:claude-mythos-preview"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""0.873"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-04-07"", ""series_id"": ""llm_stats:swe-bench-multilingual:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swe-bench-multilingual?top_n=500"", ""value"": 0.873, ""value_kind"": ""number""}]"
llm-stats:swe-bench-multimodal,SWE-Bench Multimodal,llm_stats,4,4,1,0.59,59.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 4}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swe-bench-multimodal?top_n=500"", ""key"": ""llm-stats:swe-bench-multimodal"", ""measured_by"": null, ""model_id"": ""claude-mythos-preview"", ""model_name"": ""Claude Mythos Preview"", ""obs_id"": ""llm_stats:swe-bench-multimodal:claude-mythos-preview"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""0.59"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-04-07"", ""series_id"": ""llm_stats:swe-bench-multimodal:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swe-bench-multimodal?top_n=500"", ""value"": 0.59, ""value_kind"": ""number""}]"
llm-stats:swe-bench-pro,SWE-Bench Pro,llm_stats,50,50,1,0.8,80.0,100,,higher_is_better,other_or_unverified_scale,,2025-09-05,"{""model_announcement"": 50}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swe-bench-pro?top_n=500"", ""key"": ""llm-stats:swe-bench-pro"", ""measured_by"": null, ""model_id"": ""claude-fable-5"", ""model_name"": ""Claude Fable 5"", ""obs_id"": ""llm_stats:swe-bench-pro:claude-fable-5"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""0.8"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-06-09"", ""series_id"": ""llm_stats:swe-bench-pro:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swe-bench-pro?top_n=500"", ""value"": 0.8, ""value_kind"": ""number""}]"
llm-stats:swe-bench-verified,SWE-Bench Verified,llm_stats,111,111,1,0.95,95.0,100,,higher_is_better,other_or_unverified_scale,,2024-08-13,"{""model_announcement"": 111}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swe-bench-verified?top_n=500"", ""key"": ""llm-stats:swe-bench-verified"", ""measured_by"": null, ""model_id"": ""claude-fable-5"", ""model_name"": ""Claude Fable 5"", ""obs_id"": ""llm_stats:swe-bench-verified:claude-fable-5"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""0.95"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-06-09"", ""series_id"": ""llm_stats:swe-bench-verified:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swe-bench-verified?top_n=500"", ""value"": 0.95, ""value_kind"": ""number""}]"
